steps
"place egg whites into a metal mixing bowl and refrigerate overnight . the next day , bring egg whites to room temperature . preheat oven to 280 degrees f . line baking sheets with parchment paper . whisk confectioners' sugar and almond flour in a bowl . beat the egg whites with salt in metal bowl with an electric mixer on medium speed until foamy , about 1 minute ; increase speed to high and gradually beat in superfine sugar , about 1 tablespoon at a time , until the egg whites are glossy and hold stiff peaks , 3 to 5 more minutes . gently fold almond flour mixture into whipped egg whites until thoroughly incorporated ; spoon meringue into a pastry big fitted with a 3/8 inch tip . pipe 1 inch disks of meringue onto the prepared baking sheets , leaving 2 inches of space between cookies . the batter will spread . lift the baking sheets a few inches above the work surface and hit them lightly on the work surface several times to remove any air bubbles from the cookies . let the cookies stand at room temperature until the shiny surfaces become dull and a thin skin forms , about 15 minutes . place the baking sheets in the preheated oven and bake with the oven door open slightly until the macarons' surfaces are completely dry , about 15 minutes . let cookies cool completely on a baking sheet before peeling parchment paper from the cookies . spread half the cookies with any desired filling , top with remaining cookies to make sandwiches , and refrigerate at least 2 hours to overnight to let the cookies soften ."
"preheat oven to 375 degrees f . grease and flour twenty four 3 inch madeleine molds . in a medium bowl beat eggs , vanilla and lemon zest with an electric mixer on high speed for 5 minutes . gradually beat in the confectioners' sugar . beat for 5 to 7 minutes or until thick and satiny . sift together the flour and baking powder . sift one fourth of the flour mixture over the egg mixture , gently fold in . fold in the remaining flour by fourths . then fold in the melted and cooled butter . spoon batter into the prepared molds , filling 3/4 full . bake at 375 degrees f for 10 to 12 minutes or until the edges are golden and the top s spring back . cool in molds on a rack for 1 minute . loosen cookies with a knife . invert cookies onto a rack and cool . sift confectioners' sugar over the tops or melt semi sweet chocolate chips and dip the tips in the chocolate . store in an airtight container ."
"preheat the oven to 300 degrees f . place about 2 tablespoons of the chocolate chips into each of four 6 ounce ramekins . place them in the microwave , and heat on full power for 30 second intervals . stir , and continue heating until chocolate has melted . spread to cover the sides and bottom of each ramekin . bring a large pot of water to a boil . meanwhile , in a saucepan , whisk together the cream , 1/4 cup sugar , and salt . set over medium heat , and warm until steam rises from the surface . then in a separate bowl , whisk together the egg yolks and vanilla . when the cream is hot , ladle a little bit into the egg yolks while whisking quickly . ladle in a bit more to bring the yolks up to a high temperature without scrambling them . whisk the yolk mixture into the rest of the cream . ladle into the chocolate lined ramekins . place a towel in the bottom of a baking dish , and place the filled ramekins on top of the towel . place in the oven , and pour boiling water carefully into the baking dish until it comes half way up the sides of the ramekins . cover the dish loosely with aluminum foil . bake for 35 to 40 minutes in the preheated oven , just until the custard is set . remove ramekins from the dish , and refrigerate for 4 to 6 hours . before serving , sprinkle 1 tablespoon of sugar over the top of each creme brulee . use a kitchen torch or your oven's broiler to caramelize the sugar . it may take 2 to 3 minutes in the broiler . serve immediately ."
"in a large saucepan over medium heat , mix together the orange juice , brown and white sugar , vanilla extract , and cinnamon . bring the mixture to a boil , stirring to dissolve the sugar . place pears into the syrup , and cover ; simmer pears for 1 hour and 15 minutes , spooning sauce over pears every 10 minutes , and turning pears over twice during cooking time . transfer pears to individual serving dishes . continue cooking the syrup , stirring often , until thickened , about 15 more minutes , then mix in the walnuts . pour the sauce over the pears to serve ."
"preheat oven to 400 degrees f . brush the insides of 2 ramekins with 1 tablespoon melted butter and sprinkle with 1 tablespoon sugar . place on a baking sheet lined with aluminum foil . melt 1 tablespoon butter and 2 teaspoons butter in a saucepan over medium low heat ; cook and stir flour in the melted butter until golden brown and fragrant , about 2 minutes . pour in milk and cook , stirring continuously , until smooth and thick , 3 to 4 minutes . remove from heat and transfer to a mixing bowl . stir orange zest and 1 tablespoon brandy based orange liqueur into butter mixture until combined . add egg yolks and 1/8 teaspoon vanilla ; mix until smooth . whisk egg whites in a large bowl until frothy . slowly add half the 1/4 cup sugar and whisk until combined ; add remaining sugar and continue to whisk until meringue is thick and holds it shape , but is not stiff . fold half the meringue into egg yolk mixture until combined . gently fold in second half until well mixed . transfer to the prepared ramekins , allowing 1/4 inch of space at the top . bake in the preheated oven until risen and browned , 16 minutes ."
"preheat oven to 375 degrees f . butter one madeleine pan . sift the flour , cocoa , baking powder and salt together . set aside . cream the butter with the vanilla and the sugar . add the egg and egg yolks , beating to mix . stir in the dry ingredients until just combined only , do not over mix . place rounded teaspoon of batter into the prepared madeleine shell forms . bake at 375 degrees f for 12 minutes . remove from oven and immediately invert onto a wire rack to cool . once cool sprinkle with confectioners' sugar , if desired ."
"preheat oven to 350 degrees f . in a small bowl , mix together the sugar and flour . in a large bowl , mix the eggs with a wire whisk . whisk flour mixture into eggs , until smooth . stir in buttermilk , margarine , coconut and pecans . pour into unbaked pie crusts . bake in preheated oven for 45 minutes . if making a 9 inch deep dish pie , bake for 1 hour ."
"preheat oven to 325 degrees f . set 6 ramekins on a baking sheet . pour cream , sugar , and vanilla into a saucepan , and place over medium heat . stir to dissolve the sugar , and heat until it begins to simmer , then remove from heat . place egg yolks in a large bowl , and slowly whisk in the hot cream mixture , about 2 tablespoons at a time , until you have added approximately a cup of cream to the yolks . at this point , pour in the remaining cream , and whisk until smooth . stir in the chocolate chips , and set aside for 5 minutes . stir the mixture until the chocolate is smooth and evenly distributed . pour into ramekins , and bake in preheated oven until the center is just set , 15 to 20 minutes . remove from oven , and allow to cool for 45 minutes , then place into the refrigerator , and chill until cold , about 6 hours . place oven rack in topmost position . turn oven to broil . sprinkle the tops of each creme brulee with sugar until evenly coated , gently pour off excess sugar . place ramekins onto a baking sheet , and place under the broiler until the sugar bubbles and turns a light caramel brown . serve immediately ."
"preheat oven to 300 degrees f . line 4 8x12 inch pans with parchment paper . in a large glass or metal mixing bowl , beat egg whites until foamy . sprinkle with cream of tartar . gradually add 2 cups white sugar , continuing to beat until stiff peaks form . fold in 2 cups chopped nuts . divide meringue between the 4 pans , and spread evenly to edges . bake in preheated oven for 30 minutes , or until light golden brown . remove the meringue from the baking pans while still hot ; allow to cool . when cool , trim edges so that all 4 meringue layers are uniformly shaped . set aside . to make buttercream filling , in a large bowl , beat butter until light and fluffy . in a separate large bowl , whip egg yolks until thick and lemon colored . meanwhile , in a saucepan , combine 2 cups sugar and 1 cup water . bring to a boil , and heat to 270 to 290 degrees f , or until a small amount of syrup dropped into cold water forms hard but pliable threads . add the hot syrup in a thin stream to the beaten egg yolks , while beating at high speed . beat in the whipped butter until smooth . beat in rum . on one layer of meringue , spread approximately 1/4 of the buttercream evenly to edges . repeat layers until all is used . smooth sides with spatula . sprinkle top with 2 cups chopped cashews . freeze until solid . to serve , cut 1 inch slices from the frozen dessert ."
"place the peaches , strawberries , orange juice , and brown sugar in a food processor . puree until smooth . pour mixture into an ice cream maker and freeze according to manufacturer's instructions until firm ."
"combine milk and vanilla beans in a saucepan ; bring to a boil . remove from heat and let cool to lukewarm , about 10 minutes . beat eggs and egg yolks together in a large bowl . gently stir in confectioners' sugar , flour , and rum . pour in warm milk mixture , discarding vanilla beans ; gently stir until smooth . cover bowl with plastic wrap and let batter rest in the refrigerator for 24 hours . coat fluted molds with butter and freeze until coating is set , about 10 minutes . preheat oven to 400 degrees f . remove batter from the refrigerator , uncover , and pour into molds , filling each about 3/4 full . bake in the preheated oven until deep brown in color , about 50 minutes . remove from oven and immediately invert each canele on a wire rack to cool , 30 minutes to 1 hour ."
"preheat oven to 350 degrees f . prepare cookie sheets by covering with parchment . in a medium saucepan , heat the corn syrup , shortening and brown sugar over medium heat . stir constantly until the mixture comes to a boil . in a small bowl toss together the flour and nuts ; stir into the saucepan mixture , and remove from the heat . keep the batter warm by setting over a pan of hot water . drop by teaspoonfuls onto the prepared cookie sheets . cookies should be at least 3 inches apart . bake for about 5 minutes , until the center of the cookie is set . let the cookies set before removing from the baking sheets ."
"preheat oven to 350 degrees f . grease a 9 inch pie pan . combine 1/4 cup butter , white sugar , egg , salt , cinnamon , nutmeg , soda , flour , nuts , apples , 1 teaspoon vanilla , and hot water in the order given . . pour into pie pan . bake for 45 minutes at 350 degrees f . serve with cream cheese frosting . to make frosting , mix cream cheese , 3 tablespoons butter , 1/2 teaspoon vanilla , and sifted confectioners' sugar . beat until smooth . can serve hot or warm . also , can refrigerate and let cream cheese topping set up for a cold dessert ."
"preheat oven to 300 degrees f and line the bottom of a large baking pan with a damp kitchen cloth . bring a large pot of water to boil . while water is boiling , combine cream , 1/4 cup sugar and salt in saucepan over medium heat . stir occasionally 4 to 5 minutes , until steam rises . in a medium bowl , beat egg yolks and vanilla until smooth . pour hot cream into yolks , a little at a time , stirring constantly , until all cream is incorporated . pour mixture into four 6 oz . ramekins . place ramekins on towel in baking dish , and place dish on oven rack . pour boiling water into dish to halfway up the sides of the ramekins . cover whole pan loosely with foil . bake 25 to 30 minutes in the preheated oven , until custard is just set . chill ramekins in refrigerator 4 to 6 hours . before serving , sprinkle 1 tablespoon sugar over each custard . use a kitchen torch or oven broiler to brown top , 2 to 3 minutes ."
"preheat the oven to 300 degrees f . in a medium bowl , whisk egg yolks with 1/3 cup sugar until smooth . in a medium saucepan , bring the cream to a simmer over medium high heat . add the white chocolate . turn off the heat and whisk until the white chocolate is melted . add 2 tablespoons of the white chocolate mixture to the egg yolk mixture , whisking continually to prevent the eggs from scrambling . add the remaining white chocolate mixture to the egg yolk mixture . whisk until smooth . add the vanilla . pour into four 6 inch ramekins or custard cups . place the cups in a 9 by 13 inch baking pan . add enough hot water so the cups sit in 1 to 1 1/2 inches of water . bake for about 45 minutes , until set . allow to cool , then refrigerate the custards until chilled . before serving , sprinkle the tops of each ramekin with 1 teaspoon of sugar and place under the broiler until caramelized , 3 to 4 minutes . rechill in refrigerator for 5 minutes before serving ."
"beat butter and sugar together with an electric mixer on medium high speed . beat in the egg whites , one at a time . beat in the vanilla . lower the speed and add the flour or flour cocoa mixture and mix until just combined . do not overmix . cover bowl and chill for at least 1 hour . preheat oven to 325 degrees f . cut a small hole in a thin piece of cardboard or plastic to serve as a template in forming the tuiles . line a cookie sheet with parchment paper or a silicon mat and place the stencil on it . using a small off set spatula , place a small amount of the batter in the center of the hole of the stencil and spread it out evenly . carefully lift the stencil off . repeat for more cookies . bake in preheated oven until lightly brown around the edges , 8 to 10 minutes . remove from the oven and while still hot , remove tuiles from the pan and drape them over a rolling pin . allow to sit a few minutes to harden and cool . store in an airtight container ."
"in a mixing bowl , cream butter . blend in flour and sugar . then mix in milk and vanilla . more milk may be added to enhance spreading consistency of icing . spread icing onto cooled apple pie ."
"preheat oven to 350 degrees f . butter a casserole dish . whisk milk , sugar , and flour together in a large bowl . add eggs , vanilla extract , thyme leaves , black pepper , and salt ; whisk until batter is smooth . spread blackberries and peach slices out in the prepared casserole dish . pour batter over the top . bake in the preheated oven until fruit is hot and batter is set , about 45 minutes . cool completely ."
"move rack to the bottom of oven and preheat oven to 175 degrees f . line baking sheets with aluminum foil . whisk egg whites and 1/4 cup white sugar in the top of a double boiler set over simmering water until smooth . whisk cream of tartar and peppermint extract into egg mixture and beat until foamy . gradually whisk confectioners' sugar into mixture , beating until egg white meringue holds stiff peaks . scoop about 1 tablespoon of meringue per cookie and gently transfer to the prepared baking sheets ; use spoon to shape the meringue cookies into football shape with 2 gently pointed ends . bake cookies on bottom rack of the preheated oven until dry on the outside but still slightly soft in the centers , about 1 1/2 hours . let cool completely before removing from baking sheets . melt chocolate chips in the top of a double boiler over simmering water until melted , stirring until smooth . gradually mix cream into chocolate until mixture is thick but not pasty ; stir 1 teaspoon white sugar into chocolate ganache until sugar has dissolved . dip cookies in ganache . place dipped cookies atop a piece of parchment paper and sprinkle with crushed peppermint candy . let cookies set ; refrigerate leftovers ."
"preheat oven to 450 degrees f . sprinkle pears with lemon juice in a bowl . mix white sugar and nutmeg in a separate small bowl ; sprinkle over pears and mix thoroughly . fit pie crust into the bottom of a 9 inch pie dish . cut butter , brown sugar , and flour together in a bowl using a pastry cutter until mixture resembles crumbs . spoon pear mixture into pie shell and sprinkle top with brown sugar mixture . bake in the preheated oven for 10 minutes . reduce oven temperature to 350 degrees f and bake until filling is bubbling and crumble topping is lightly browned , about 35 more minutes ."
"preheat oven to 350 degrees f . prepare and bake cake mix according to package directions for two 9 inch layers . cool and remove from pans . in a large bowl , mix together sweetened condensed milk and melted chocolate . gradually stir in the water , then instant pudding until smooth . chill for at least 30 minutes . remove the chocolate mixture from the refrigerator , and stir to loosen . fold in whipped cream and return to the refrigerator for at least another hour . place one layer of cake onto a serving plate . top with 1 1/2 cups of the mousse , then cover with the remaining cake layer . frost with the remaining mousse , and refrigerate until serving . garnish with fresh fruit or chocolate shavings ."
"preheat oven to 375 degrees f . line a 10x15 inch jellyroll pan with parchment paper . in a large bowl , whip cream , 1/2 cup confectioners' sugar , 1/2 cup cocoa , and 1 teaspoon vanilla until thick and stiff . refrigerate . in a large bowl , use an electric mixer to beat egg yolks with 1/2 cup sugar until thick and pale . blend in 1/3 cup cocoa , 1 1/2 teaspoons vanilla , and salt . in large glass bowl , using clean beaters , whip egg whites to soft peaks . gradually add 1/4 cup sugar , and beat until whites form stiff peaks . immediately fold the yolk mixture into the whites . spread the batter evenly into the prepared pan . bake for 12 to 15 minutes in the preheated oven , or until the cake springs back when lightly touched . dust a clean dishtowel with confectioners' sugar . run a knife around the edge of the pan , and turn the warm cake out onto the towel . remove and discard parchment paper . starting at the short edge of the cake , roll the cake up with the towel . cool for 30 minutes . unroll the cake , and spread the filling to within 1 inch of the edge . roll the cake up with the filling inside . place seam side down onto a serving plate , and refrigerate until serving . dust with confectioners' sugar before serving ."
"whisk 1 1/8 cups flour , white sugar , and salt together in a bowl . press 1/2 cup butter pieces into flour mixture with your fingers until the mixture resembles coarse crumbs . make a well in the center of the flour mixture . pour water and vanilla into well ; quickly work water and vanilla into flour to create a loose dough , adding more water if the dough is crumbly . you should be able to squeeze it in your hand and have it stay together but be a bit crumbly . shape dough into a flat disc , wrap in plastic wrap , and refrigerate for at least 30 minutes . stir brown sugar , 1 tablespoon flour , and cinnamon together in a bowl . add apples and toss to coat . let sit for flavors to blend , about 10 minutes . preheat oven to 450 degrees f . roll dough out into a large , rough circle on a baking stone or baking sheet . pour apple mixture into the center of the dough , leaving a 2 inch uncovered border , and dot apples with 1 tablespoon butter . fold edges of dough up over the apples , leaving an opening in the center . dot dough with remaining 1 tablespoon butter and sprinkle coarse sugar over the dough . bake in the preheated oven until the crust is crisp and golden and apples are tender and caramelized , 40 to 45 minutes ."
"preheat the oven to 325 degrees f . grease a 10 inch tart pan , or a similar sized baking dish . spread out the cherries in the bottom of the prepared pan , and set aside . in a small bowl , whisk together the flour , salt and sugar . in a medium bowl , whisk together the egg whites , milk and cream . stir in the kirsch and vanilla bean . gradually whisk in the flour mixture until smooth . remove the vanilla bean from the batter , and pour it over the cherries . bake for 45 minutes in the preheated oven , or until puffed and browned . let cool until the top sinks in slightly . dust with confectioners' sugar before serving ."
"preheat oven to 325 degrees f . line 2 baking sheets with waxed paper . beat egg whites in a bowl with an electric mixer until fluffy . add sugar gradually , continuing to beat on high until firm peaks form . fold in ground almonds gently until incorporated into the dough . drop tablespoonfuls of dough 2 inches apart onto baking sheets . sprinkle slivered almonds onto tops . bake in the preheated oven until golden , 12 to 15 minutes ."
"preheat oven to 375 degrees f . butter a 9x13 inch casserole dish . spread cranberries out in the bottom of the prepared casserole dish . whisk milk , cream , eggs , and egg yolks together in a bowl ; add white sugar , orange liqueur , vanilla , and salt . gradually add flour , whisking constantly . pour egg mixture through a sieve over cranberries in casserole dish . bake in the preheated oven until cranberries are set and clafouti is set , about 45 minutes . dust with confectioners' sugar ."
"preheat oven to 300 degrees f . move a rack to the bottom of the oven . whisk the egg yolks , sugar , and vanilla together in a stainless steel bowl until smooth . bring the cream just to a simmer in a saucepan over medium low heat ; pour into the egg yolk mixture , whisking continually until combined . bring a couple of inches of water to a simmer in an oven safe saucepan over medium low heat ; set the bowl with the cream mixture over the saucepan to form a double boiler . place the entire double boiler into the preheated oven ; bake until the mixture sets , about 30 minutes . chill in refrigerator 2 hours . preheat the oven's broiler and set the oven rack about 6 inches from the heat source . combine the brown sugar with 2 tablespoons of white sugar in a bowl ; sprinkle evenly over the cold creme . heat under the preheated broiler until the sugar melts and browns , 2 to 3 minutes ; return immediately to the refrigerator and chill until the sugar is set , about 15 minutes ."
"in a medium heavy bottomed pan , heat cream with vanilla beans until bubbles begin to form at edges . remove from heat and let stand 30 minutes . beat egg yolks with sugar until pale and thick . remove vanilla beans from cream and pour into egg yolk mixture . cook , without boiling , over low heat until mixture thickens and coats the back of a metal spoon . remove from heat and divide evenly among 6 large ramekins or custard cups . cover and refrigerate 3 hours , until set . prior to serving , sprinkle remaining sugar evenly over custards and brown with a kitchen torch or under the oven broiler . refrigerate until serving ."
"for the custard , in a small saucepan , combine 1/2 cup sugar , 5 tablespoons flour and a pinch of salt . stir in milk , a little at a time , until smooth . bring to a boil over medium heat , stirring constantly . boil 60 seconds , then pour a small amount of hot liquid into the 2 egg yolks , and stir . then return now heated egg yolks to saucepan and stir , over heat , until mixture starts to bubble again . remove from heat , add vanilla . cover and chill in refrigerator . preheat oven to 450 degrees f . for the pastry , in a medium saucepan , combine shortening and water and bring to a boil . sift together 1 cup flour and a pinch of salt and pour all at once into boiling mixture . stir vigorously until mixture forms a ball . remove from heat , and add eggs , one at a time , stirring vigorously after each addition . drop by spoonfuls onto baking sheet , or pipe into desired shape . bake 10 minutes in the preheated oven , then reduce heat to 400 degrees f and bake 25 minutes more , or until golden . cool completely , split , fill with custard , and replace tops ."
